id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1385270662667948032,1385270662667948032,2021-04-22 22:03:57 IST,2021-04-22,22:03:57,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BNB future price forecast! -&gt; #BNB 6h forecast -&gt; From Apr 22, 6PM (CET) to Apr 23, 12AM (CET) we predicted the price of $BNB / $BNBUSD will be in range $547.57 - $582.88 (-5.1% 1.0%).  https://t.co/a3aVj2lHs4",en,[],[],['https://pbs.twimg.com/media/Ezl4U5gWUAUmzvx.png'],1,0,4,"['bnb', 'bnb']","['bnb', 'bnbusd']",https://twitter.com/ReplayCrypto/status/1385270662667948032,False,,1,https://pbs.twimg.com/media/Ezl4U5gWUAUmzvx.png,,,,,,,[],,,,
1385270501933780992,1385270501933780992,2021-04-22 22:03:19 IST,2021-04-22,22:03:19,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #ETH future price forecast! -&gt; #Ethereum 6h forecast -&gt; From Apr 22, 6PM (CET) to Apr 23, 12AM (CET) we predicted the price of $ETH / $ETHUSD will be in range $2526.76 - $2687.66 (-3.2% 3.0%).  https://t.co/p34s6qumK9",en,[],[],['https://pbs.twimg.com/media/Ezl4LiNXoAQwG8C.png'],0,0,3,"['eth', 'ethereum']","['eth', 'ethusd']",https://twitter.com/ReplayCrypto/status/1385270501933780992,False,,1,https://pbs.twimg.com/media/Ezl4LiNXoAQwG8C.png,,,,,,,[],,,,
1385270340130062339,1385270340130062339,2021-04-22 22:02:40 IST,2021-04-22,22:02:40,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BTC future price forecast! -&gt; #Bitcon 6h forecast -&gt; From Apr 22, 6PM (CET) to Apr 23, 12AM (CET) we predicted the price of $BTC / $BTCUSD will be in range $53160.80 - $55604.31 (-2.7% 1.7%).  https://t.co/FripbieEb5",en,[],[],['https://pbs.twimg.com/media/Ezl4CGxXsAMiJgY.png'],1,0,1,"['btc', 'bitcon']","['btc', 'btcusd']",https://twitter.com/ReplayCrypto/status/1385270340130062339,False,,1,https://pbs.twimg.com/media/Ezl4CGxXsAMiJgY.png,,,,,,,[],,,,
1385225357058523136,1385225357058523136,2021-04-22 19:03:56 IST,2021-04-22,19:03:56,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BNB future price forecast! -&gt; #BNB 6h forecast -&gt; From Apr 22, 3PM (CET) to Apr 22, 9PM (CET) we predicted the price of $BNB / $BNBUSD will be in range $543.04 - $575.49 (-4.1% 1.7%).  https://t.co/IuD3AwXX6v",en,[],[],['https://pbs.twimg.com/media/EzlPHwVWQAEt5KE.png'],0,0,1,"['bnb', 'bnb']","['bnb', 'bnbusd']",https://twitter.com/ReplayCrypto/status/1385225357058523136,False,,1,https://pbs.twimg.com/media/EzlPHwVWQAEt5KE.png,,,,,,,[],,,,
1385225195682680832,1385225195682680832,2021-04-22 19:03:17 IST,2021-04-22,19:03:17,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #ETH future price forecast! -&gt; #Ethereum 6h forecast -&gt; From Apr 22, 3PM (CET) to Apr 22, 9PM (CET) we predicted the price of $ETH / $ETHUSD will be in range $2525.05 - $2690.25 (-1.0% 5.5%).  https://t.co/Ge1bGyOz6g",en,[],[],['https://pbs.twimg.com/media/EzlO-XIXIAEfwmv.png'],0,1,2,"['eth', 'ethereum']","['eth', 'ethusd']",https://twitter.com/ReplayCrypto/status/1385225195682680832,False,,1,https://pbs.twimg.com/media/EzlO-XIXIAEfwmv.png,,,,,,,[],,,,
1385225032843075592,1385225032843075592,2021-04-22 19:02:38 IST,2021-04-22,19:02:38,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BTC future price forecast! -&gt; #Bitcon 6h forecast -&gt; From Apr 22, 3PM (CET) to Apr 22, 9PM (CET) we predicted the price of $BTC / $BTCUSD will be in range $52744.23 - $55540.38 (-4.1% 1.0%).  https://t.co/MPP4fgkoKc",en,[],[],['https://pbs.twimg.com/media/EzlO04cWUAQlTzs.png'],1,0,2,"['btc', 'bitcon']","['btc', 'btcusd']",https://twitter.com/ReplayCrypto/status/1385225032843075592,False,,1,https://pbs.twimg.com/media/EzlO04cWUAQlTzs.png,,,,,,,[],,,,
1385134757042958339,1385134757042958339,2021-04-22 13:03:55 IST,2021-04-22,13:03:55,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BNB future price forecast! -&gt; #BNB 6h forecast -&gt; From Apr 22, 9AM (CET) to Apr 22, 3PM (CET) we predicted the price of $BNB / $BNBUSD will be in range $521.03 - $564.53 (-6.8% 1.0%).  https://t.co/DzeJuBBAIO",en,[],[],['https://pbs.twimg.com/media/Ezj8uJbWUAEEzT6.png'],0,0,2,"['bnb', 'bnb']","['bnb', 'bnbusd']",https://twitter.com/ReplayCrypto/status/1385134757042958339,False,,1,https://pbs.twimg.com/media/Ezj8uJbWUAEEzT6.png,,,,,,,[],,,,
1385134598309482497,1385134598309482497,2021-04-22 13:03:17 IST,2021-04-22,13:03:17,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #ETH future price forecast! -&gt; #Ethereum 6h forecast -&gt; From Apr 22, 9AM (CET) to Apr 22, 3PM (CET) we predicted the price of $ETH / $ETHUSD will be in range $2434.83 - $2547.56 (-1.6% 2.9%).  https://t.co/o6jn11OXuB",en,[],[],['https://pbs.twimg.com/media/Ezj8k4mWYAAuews.png'],0,0,2,"['eth', 'ethereum']","['eth', 'ethusd']",https://twitter.com/ReplayCrypto/status/1385134598309482497,False,,1,https://pbs.twimg.com/media/Ezj8k4mWYAAuews.png,,,,,,,[],,,,
1385134437948604417,1385134437948604417,2021-04-22 13:02:39 IST,2021-04-22,13:02:39,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BTC future price forecast! -&gt; #Bitcon 6h forecast -&gt; From Apr 22, 9AM (CET) to Apr 22, 3PM (CET) we predicted the price of $BTC / $BTCUSD will be in range $52190.69 - $55002.03 (-4.2% 1.0%).  https://t.co/Se1YwjoaEK",en,[],[],['https://pbs.twimg.com/media/Ezj8bkYWQAEQpZN.png'],1,0,3,"['btc', 'bitcon']","['btc', 'btcusd']",https://twitter.com/ReplayCrypto/status/1385134437948604417,False,,1,https://pbs.twimg.com/media/Ezj8bkYWQAEQpZN.png,,,,,,,[],,,,
1385044164497317892,1385044164497317892,2021-04-22 07:03:56 IST,2021-04-22,07:03:56,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BNB future price forecast! -&gt; #BNB 6h forecast -&gt; From Apr 22, 3AM (CET) to Apr 22, 9AM (CET) we predicted the price of $BNB / $BNBUSD will be in range $544.66 - $580.88 (-1.0% 5.6%).  https://t.co/QDYEs3acfi",en,[],[],['https://pbs.twimg.com/media/EziqU6xXsAUJd0W.png'],0,1,1,"['bnb', 'bnb']","['bnb', 'bnbusd']",https://twitter.com/ReplayCrypto/status/1385044164497317892,False,,1,https://pbs.twimg.com/media/EziqU6xXsAUJd0W.png,,,,,,,[],,,,
1385044003197001730,1385044003197001730,2021-04-22 07:03:17 IST,2021-04-22,07:03:17,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #ETH future price forecast! -&gt; #Ethereum 6h forecast -&gt; From Apr 22, 3AM (CET) to Apr 22, 9AM (CET) we predicted the price of $ETH / $ETHUSD will be in range $2391.89 - $2567.71 (-1.0% 6.3%).  https://t.co/yspfv1c8fH",en,[],[],['https://pbs.twimg.com/media/EziqLkpXEAAGuOs.png'],0,0,2,"['eth', 'ethereum']","['eth', 'ethusd']",https://twitter.com/ReplayCrypto/status/1385044003197001730,False,,1,https://pbs.twimg.com/media/EziqLkpXEAAGuOs.png,,,,,,,[],,,,
1385043840588001284,1385043840588001284,2021-04-22 07:02:39 IST,2021-04-22,07:02:39,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BTC future price forecast! -&gt; #Bitcon 6h forecast -&gt; From Apr 22, 3AM (CET) to Apr 22, 9AM (CET) we predicted the price of $BTC / $BTCUSD will be in range $53529.30 - $57975.60 (-1.0% 7.2%).  https://t.co/20pwyAEySt",en,[],[],['https://pbs.twimg.com/media/EziqCAoX0AUHrUx.png'],0,0,0,"['btc', 'bitcon']","['btc', 'btcusd']",https://twitter.com/ReplayCrypto/status/1385043840588001284,False,,1,https://pbs.twimg.com/media/EziqCAoX0AUHrUx.png,,,,,,,[],,,,
1384908264136138752,1384908264136138752,2021-04-21 22:03:55 IST,2021-04-21,22:03:55,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BNB future price forecast! -&gt; #BNB 6h forecast -&gt; From Apr 21, 6PM (CET) to Apr 22, 12AM (CET) we predicted the price of $BNB / $BNBUSD will be in range $554.12 - $588.29 (-4.9% 1.0%).  https://t.co/w2s0qscy8F",en,[],[],['https://pbs.twimg.com/media/Ezguuh_WYAAtF6Y.png'],0,0,0,"['bnb', 'bnb']","['bnb', 'bnbusd']",https://twitter.com/ReplayCrypto/status/1384908264136138752,False,,1,https://pbs.twimg.com/media/Ezguuh_WYAAtF6Y.png,,,,,,,[],,,,
1384908105356611584,1384908105356611584,2021-04-21 22:03:17 IST,2021-04-21,22:03:17,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #ETH future price forecast! -&gt; #Ethereum 6h forecast -&gt; From Apr 21, 6PM (CET) to Apr 22, 12AM (CET) we predicted the price of $ETH / $ETHUSD will be in range $2418.37 - $2597.20 (-1.0% 6.3%).  https://t.co/TF33mAGmT0",en,[],[],['https://pbs.twimg.com/media/EzgulSIX0AIqEPD.png'],1,0,0,"['eth', 'ethereum']","['eth', 'ethusd']",https://twitter.com/ReplayCrypto/status/1384908105356611584,False,,1,https://pbs.twimg.com/media/EzgulSIX0AIqEPD.png,,,,,,,[],,,,
1384907946736463875,1384907946736463875,2021-04-21 22:02:39 IST,2021-04-21,22:02:39,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BTC future price forecast! -&gt; #Bitcon 6h forecast -&gt; From Apr 21, 6PM (CET) to Apr 22, 12AM (CET) we predicted the price of $BTC / $BTCUSD will be in range $54266.04 - $56715.29 (-3.4% 1.0%).  https://t.co/wYjwi8Upug",en,[],[],['https://pbs.twimg.com/media/Ezgub4cWYAA_bL3.png'],0,0,1,"['btc', 'bitcon']","['btc', 'btcusd']",https://twitter.com/ReplayCrypto/status/1384907946736463875,False,,1,https://pbs.twimg.com/media/Ezgub4cWYAA_bL3.png,,,,,,,[],,,,
1384772378362798081,1384772378362798081,2021-04-21 13:03:57 IST,2021-04-21,13:03:57,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BNB future price forecast! -&gt; #BNB 6h forecast -&gt; From Apr 21, 9AM (CET) to Apr 21, 3PM (CET) we predicted the price of $BNB / $BNBUSD will be in range $599.40 - $663.57 (-1.0% 9.6%).  https://t.co/3Enc9Or5iM",en,[],[],['https://pbs.twimg.com/media/EzezI7cXIAICP9Z.png'],0,0,0,"['bnb', 'bnb']","['bnb', 'bnbusd']",https://twitter.com/ReplayCrypto/status/1384772378362798081,False,,1,https://pbs.twimg.com/media/EzezI7cXIAICP9Z.png,,,,,,,[],,,,
1384772216521375744,1384772216521375744,2021-04-21 13:03:18 IST,2021-04-21,13:03:18,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #ETH future price forecast! -&gt; #Ethereum 6h forecast -&gt; From Apr 21, 9AM (CET) to Apr 21, 3PM (CET) we predicted the price of $ETH / $ETHUSD will be in range $2292.86 - $2485.59 (-1.0% 7.3%).  https://t.co/t9DB3at02h",en,[],[],['https://pbs.twimg.com/media/Ezey_f8XIAAy3dX.png'],0,1,0,"['eth', 'ethereum']","['eth', 'ethusd']",https://twitter.com/ReplayCrypto/status/1384772216521375744,False,,1,https://pbs.twimg.com/media/Ezey_f8XIAAy3dX.png,,,,,,,[],,,,
1384772052687675392,1384772052687675392,2021-04-21 13:02:39 IST,2021-04-21,13:02:39,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BTC future price forecast! -&gt; #Bitcon 6h forecast -&gt; From Apr 21, 9AM (CET) to Apr 21, 3PM (CET) we predicted the price of $BTC / $BTCUSD will be in range $55003.97 - $57965.02 (-1.0% 4.3%).  https://t.co/NaRNCO6qpv",en,[],[],['https://pbs.twimg.com/media/Ezey1-PWUAID35j.png'],0,0,1,"['btc', 'bitcon']","['btc', 'btcusd']",https://twitter.com/ReplayCrypto/status/1384772052687675392,False,,1,https://pbs.twimg.com/media/Ezey1-PWUAID35j.png,,,,,,,[],,,,
1384681770591866880,1384681770591866880,2021-04-21 07:03:54 IST,2021-04-21,07:03:54,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BNB future price forecast! -&gt; #BNB 6h forecast -&gt; From Apr 21, 3AM (CET) to Apr 21, 9AM (CET) we predicted the price of $BNB / $BNBUSD will be in range $572.66 - $632.21 (-1.0% 9.3%).  https://t.co/gsfpmSnUNC",en,[],[],['https://pbs.twimg.com/media/Ezdgu3VXMAMT6ia.png'],0,1,3,"['bnb', 'bnb']","['bnb', 'bnbusd']",https://twitter.com/ReplayCrypto/status/1384681770591866880,False,,1,https://pbs.twimg.com/media/Ezdgu3VXMAMT6ia.png,,,,,,,[],,,,
1384681611141206027,1384681611141206027,2021-04-21 07:03:16 IST,2021-04-21,07:03:16,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #ETH future price forecast! -&gt; #Ethereum 6h forecast -&gt; From Apr 21, 3AM (CET) to Apr 21, 9AM (CET) we predicted the price of $ETH / $ETHUSD will be in range $2263.13 - $2437.78 (-1.0% 6.6%).  https://t.co/Twt56NoGw3",en,[],[],['https://pbs.twimg.com/media/EzdgllSXMAUYeO8.png'],1,0,1,"['eth', 'ethereum']","['eth', 'ethusd']",https://twitter.com/ReplayCrypto/status/1384681611141206027,False,,1,https://pbs.twimg.com/media/EzdgllSXMAUYeO8.png,,,,,,,[],,,,
1384681451497603075,1384681451497603075,2021-04-21 07:02:38 IST,2021-04-21,07:02:38,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BTC future price forecast! -&gt; #Bitcon 6h forecast -&gt; From Apr 21, 3AM (CET) to Apr 21, 9AM (CET) we predicted the price of $BTC / $BTCUSD will be in range $55123.19 - $58048.95 (-1.0% 4.3%).  https://t.co/usXRreCIuU",en,[],[],['https://pbs.twimg.com/media/EzdgcQ2XsAQzOkS.png'],0,1,1,"['btc', 'bitcon']","['btc', 'btcusd']",https://twitter.com/ReplayCrypto/status/1384681451497603075,False,,1,https://pbs.twimg.com/media/EzdgcQ2XsAQzOkS.png,,,,,,,[],,,,
1384545876224483329,1384545876224483329,2021-04-20 22:03:55 IST,2021-04-20,22:03:55,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BNB future price forecast! -&gt; #BNB 6h forecast -&gt; From Apr 20, 6PM (CET) to Apr 21, 12AM (CET) we predicted the price of $BNB / $BNBUSD will be in range $489.31 - $538.97 (-8.3% 1.0%).  https://t.co/GH4vS5HGAt",en,[],[],['https://pbs.twimg.com/media/EzblIv0WYAAceIv.png'],0,0,0,"['bnb', 'bnb']","['bnb', 'bnbusd']",https://twitter.com/ReplayCrypto/status/1384545876224483329,False,,1,https://pbs.twimg.com/media/EzblIv0WYAAceIv.png,,,,,,,[],,,,
1384545717222617089,1384545717222617089,2021-04-20 22:03:17 IST,2021-04-20,22:03:17,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #ETH future price forecast! -&gt; #Ethereum 6h forecast -&gt; From Apr 20, 6PM (CET) to Apr 21, 12AM (CET) we predicted the price of $ETH / $ETHUSD will be in range $2164.78 - $2311.86 (-1.0% 5.7%).  https://t.co/egoE2brsno",en,[],[],['https://pbs.twimg.com/media/Ezbk_f0X0AEnCfi.png'],0,0,1,"['eth', 'ethereum']","['eth', 'ethusd']",https://twitter.com/ReplayCrypto/status/1384545717222617089,False,,1,https://pbs.twimg.com/media/Ezbk_f0X0AEnCfi.png,,,,,,,[],,,,
1384545557021171714,1384545557021171714,2021-04-20 22:02:39 IST,2021-04-20,22:02:39,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BTC future price forecast! -&gt; #Bitcon 6h forecast -&gt; From Apr 20, 6PM (CET) to Apr 21, 12AM (CET) we predicted the price of $BTC / $BTCUSD will be in range $54477.38 - $56313.32 (-1.5% 1.8%).  https://t.co/F9Zsaon3pg",en,[],[],['https://pbs.twimg.com/media/Ezbk2LnXoAIpDPe.png'],0,0,1,"['btc', 'bitcon']","['btc', 'btcusd']",https://twitter.com/ReplayCrypto/status/1384545557021171714,False,,1,https://pbs.twimg.com/media/Ezbk2LnXoAIpDPe.png,,,,,,,[],,,,
1384500573169463300,1384500573169463300,2021-04-20 19:03:54 IST,2021-04-20,19:03:54,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #BNB future price forecast! -&gt; #BNB 6h forecast -&gt; From Apr 20, 3PM (CET) to Apr 20, 9PM (CET) we predicted the price of $BNB / $BNBUSD will be in range $516.66 - $560.57 (-1.2% 7.2%).  https://t.co/wsDtpvxp6X",en,[],[],['https://pbs.twimg.com/media/Eza77yJWYAE1OzN.png'],1,0,0,"['bnb', 'bnb']","['bnb', 'bnbusd']",https://twitter.com/ReplayCrypto/status/1384500573169463300,False,,1,https://pbs.twimg.com/media/Eza77yJWYAE1OzN.png,,,,,,,[],,,,
1384500414519914496,1384500414519914496,2021-04-20 19:03:16 IST,2021-04-20,19:03:16,+0530,1028989226841505793,replaycrypto,ReplayCrypto.com,,"This is our #ETH future price forecast! -&gt; #Ethereum 6h forecast -&gt; From Apr 20, 3PM (CET) to Apr 20, 9PM (CET) we predicted the price of $ETH / $ETHUSD will be in range $2157.91 - $2263.86 (-1.0% 3.9%).  https://t.co/1R9rWS6jhD",en,[],[],['https://pbs.twimg.com/media/Eza7yjYXoAAxKrQ.png'],0,0,1,"['eth', 'ethereum']","['eth', 'ethusd']",https://twitter.com/ReplayCrypto/status/1384500414519914496,False,,1,https://pbs.twimg.com/media/Eza7yjYXoAAxKrQ.png,,,,,,,[],,,,
